|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
8223|Snip2Code|25000.0|Software|25000.0|operating|USA|San Francisco|1.0|2012.0|technology
8224|Snipd|15000.0|Curated Web|15000.0|closed|USA|Palo Alto|1.0|2008.0|services
8225|Snipi|2525000.0|Social Buying|4074999.0|closed|USA|Philadelphia|3.0|2007.0|online platforms and marketplaces
8226|Snippets|25000.0|SEO|25000.0|operating|||1.0|2009.0|sales, marketing and advertising
8227|Snippit Media, Inc.|500000.0|Music|500000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
8228|Snjohus Software|16000.0|Apps|16000.0|operating|ISL|Reykjavík|1.0|2013.0|technology
8229|Snohomish Soap|17000.0|Lifestyle Products|17000.0|operating|USA|Snohomish|1.0|2010.0|events, travels, leisure and entertainment
8230|Snoobe|390000.0||||||||
8231|Snoox|2000000.0|Curated Web|2000000.0|operating|USA|New York|1.0|2012.0|services
8232|SnowGate|790000.0||||||||
8233|SnowShoe Stamp|3047000.0||||||||
8234|Snugg Home|155000.0|Enterprise Software|155000.0|operating|USA|Boulder|2.0|2010.0|technology
8235|Snupps|5000000.0|Curated Web|5000000.0|operating|GBR|London|1.0|2011.0|services
8236|Snyppit|521000.0|Mobile|521000.0|operating|SGP|Singapore|1.0|2012.0|consumer electronics
8237|SoLatina|15000.0|Curated Web|15000.0|operating|||1.0|2010.0|services
8238|SoMoLend|3680000.0||||||||
8239|SoNetJob|95851.0|Curated Web|95851.0|operating|FRA|La Garenne-colombes|2.0|2012.0|services
8240|SoPost|669365.0||||||||
8241|SoStupid.com|50000.0|Entertainment|50000.0|operating|USA|New York|1.0|2010.0|events, travels, leisure and entertainment
8242|SoThree|1500000.0|Media|1500000.0|operating|USA|San Francisco|1.0|2012.0|online platforms and marketplaces
8243|SoapBox Soaps|100000.0|E-Commerce|1355000.0|operating|USA|Alexandria|3.0|2010.0|online platforms and marketplaces
8244|Soapbox Mobile|125000.0|SMS|10125000.0|operating|USA|Carlsbad|3.0|2004.0|technology
8245|Sobresalen|40000.0|Software|40000.0|operating|CHL|Santiago|1.0|2012.0|technology
8246|Sobrr|1100000.0|Young Adults|1100000.0|operating|||1.0|2014.0|events, travels, leisure and entertainment
8247|SocMetrics|50000.0|Advertising|300000.0|operating|USA|Cambridge|2.0|2010.0|sales, marketing and advertising
8248|SoccerFreakz|1000000.0|Entertainment|1000000.0|operating|GBR|London|1.0|2011.0|events, travels, leisure and entertainment
8249|Soci Ads|50000.0|Networking|50000.0|operating|IND|Mumbai|1.0|2011.0|technology
8250|Social & Beyond|573835.0||||||||
8251|Social & Loyal|154392.0|Software|154392.0|operating|ESP|Barcelona|1.0|2011.0|technology
8252|Social Airways|100000.0|Travel|100000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
8253|Social Collective|20000.0|Contests|20000.0|closed|USA|Arlington|1.0|2009.0|events, travels, leisure and entertainment
8254|Social DJ|40000.0|Software|40000.0|operating|||1.0|2012.0|technology
8255|Social Data Technologies|200000.0|Software|200000.0|operating|USA|Bozeman|1.0|2012.0|technology
8256|Social Games Herald|5000.0|Facebook Applications|5000.0|closed|||1.0|2010.0|technology
8257|Social IQ (Social Influence Quotient)|300000.0|Social Media|1050000.0|operating|USA|San Diego|2.0|2009.0|online platforms and marketplaces
8258|Social Media Simplified|115000.0|Test and Measurement|510000.0|operating|USA|Port St. Lucie|2.0|2009.0|industrial
8259|Social Pulse|250000.0|Enterprise Software|250000.0|operating|AUS|Melbourne|1.0|2013.0|technology
8260|Social Rewards|700000.0|Advertising|1300000.0|operating|USA|Torrance|2.0|2010.0|sales, marketing and advertising
8261|Social Shopping Network ®|1000000.0|E-Commerce|1000000.0|operating|USA|Miami|1.0|2011.0|online platforms and marketplaces
8262|Social Studios|1400000.0||||||||
8263|Social Tables|1500000.0||||||||
8264|Social Tools|50695.0|Social Media|50695.0||ARG|Buenos Aires|1.0|2012.0|online platforms and marketplaces
8265|Social Yuppies|15500.0|Games|15500.0|operating|USA|Atlanta|1.0|2012.0|events, travels, leisure and entertainment
8266|SocialBro|640250.0|Twitter Applications|3269528.0|operating|GBR|London|3.0|2011.0|technology
8267|SocialBuy|500000.0|Group Buying|500000.0|closed|USA|Santa Monica|1.0|2010.0|sales, marketing and advertising
8268|SocialCom|298836.0|E-Commerce|298836.0|acquired|DEU|Munich|1.0|2008.0|online platforms and marketplaces
8269|SocialDefender|50000.0|Advertising|50000.0|operating|||1.0|2012.0|sales, marketing and advertising
8270|SocialDiabetes|200478.0|Mobile|200478.0|operating|ESP|Barcelona|1.0|2012.0|consumer electronics
8271|SocialEngine|12000.0|Software|12000.0|acquired|USA|Los Angeles|1.0|2007.0|technology
8272|SocialExpress|338913.0||||||||
8273|SocialGuides|20000.0|Software|20000.0|operating|||1.0|2009.0|technology
8274|SocialMart|195000.0||||||||
8275|SocialMedia.com|500000.0|Facebook Applications|10000000.0|acquired|USA|San Francisco|3.0|2007.0|technology
8276|SocialMedia305|35000.0|News|35000.0|operating|USA|Miami|1.0|2010.0|events, travels, leisure and entertainment
8277|SocialMeterTV|40000.0|Social Media|40000.0|operating|CHL|Santiago|1.0|2011.0|online platforms and marketplaces
8278|SocialProof|500000.0|Business Services|2800000.0|operating|USA|Detroit|2.0|2010.0|services
8279|SocialRank|1150000.0|Analytics|1150000.0|operating|||1.0|2014.0|technology
8280|SocialSamba|20000.0|Entertainment|20000.0|operating|USA|Santa Clara|2.0|2010.0|events, travels, leisure and entertainment
8281|SocialSci|12000.0|Software|512000.0|operating|USA|Cambridge|2.0|2009.0|technology
8282|SocialThreader|45000.0||||||||
8283|SocialToaster, Inc.|530000.0|Social Media Marketing|4105000.0|operating|USA|Baltimore|3.0|2010.0|sales, marketing and advertising
8284|SocialVest|700000.0|Nonprofits|1850000.0|operating|USA|Atlanta|4.0|2009.0|no-profit and government
8285|SocialWire|3500000.0||||||||
8286|Socialblood, Inc|96500.0||||||||
8287|Socialbomb|240000.0|Social Games|240000.0|acquired|USA|New York|1.0|2008.0|events, travels, leisure and entertainment
8288|Socialite|315072.0||||||||
8289|Socialize|20000.0|Mobile|1820000.0|acquired|USA|San Francisco|3.0|2008.0|consumer electronics
8290|Socialplex Inc.|750000.0|Social Media|750000.0|operating|USA|Berkeley|1.0|2013.0|online platforms and marketplaces
8291|Socialscope|1025000.0|Software|1025000.0|operating|USA|San Francisco|1.0|2009.0|technology
8292|Socialspiel|257320.0|Mobile Games|257320.0|operating|AUT|Vienna|2.0|2010.0|events, travels, leisure and entertainment
8293|Socialthing|15000.0|Finance|415000.0|acquired|USA|Boulder|2.0|2007.0|financials
8294|Socialware|200000.0|Enterprise Software|15022208.0|operating|USA|Austin|6.0|2009.0|technology
8295|Socii|125000.0||||||||
8296|Sociogramics|300000.0|Enterprise Software|300000.0|operating|USA|Palo Alto|1.0|2011.0|technology
8297|Socius|31600.0|Digital Media|31600.0|operating|DEU|Berlin|2.0|2013.0|events, travels, leisure and entertainment
8298|Socrata|6500000.0|Analytics|54500000.0|operating|USA|Seattle|3.0|2007.0|technology
8299|Socratic|1500000.0|Education|1500000.0|operating|USA|New York|1.0|2013.0|education
8300|Socrative|750000.0|Education|750000.0|acquired|USA|Cambridge|1.0|2010.0|education
8301|Socruise|388500.0|Curated Web|388500.0|operating|GBR|Kent|1.0|2008.0|services
8302|Socset.|10000.0|Meeting Software|10000.0|operating|AZE|Baku-baladshary|1.0|2011.0|technology
8303|Socure|2200000.0|Security|4700000.0|operating|USA|New York|2.0|2012.0|services
8304|Sodraft|95801.0||||||||
8305|Soevolved|500000.0|Charity|500000.0|operating|||1.0|2011.0|no-profit and government
8306|Sofie Biosciences|2000000.0|Biotechnology|8500000.0|operating|USA|Culver City|3.0|2008.0|technology
8307|SoftArt|500000.0|Software|500000.0|operating|ITA|Milan|1.0|2007.0|technology
8308|Softlation|20000.0|SaaS|20000.0|operating|||1.0|2012.0|services
8309|SoftoCoupon|1000000.0|News|1000000.0|operating|RUS|Ramenskoye|1.0|2014.0|events, travels, leisure and entertainment
8310|Sohalo|2600000.0|Facebook Applications|15900000.0|operating|USA|Palo Alto|3.0|2011.0|technology
8311|Sokikom|2000000.0|Education|2000000.0|operating|USA|Mountain View|1.0|2009.0|education
8312|SolFocus|3500000.0|Clean Technology|211403000.0|closed|USA|San Jose|8.0|2005.0|technology
8313|Solaborate|2000000.0||||||||
8314|Solaiemes|110143.0|Usability|1122758.0|operating|ESP|Madrid|3.0|2006.0|technology
8315|Solapa4|25000.0|Mobile|1025000.0|operating|ARG|Buenos Aires|2.0|2010.0|consumer electronics
8316|Solar Capture Technologies|339987.0|Renewable Energies|339987.0|operating|GBR|Blyth|1.0|2012.0|technology
8317|Solar Site Design|50000.0|Enterprise Software|50000.0|operating|USA|Nashville|1.0|2013.0|technology
8318|Solavista|250000.0|Design|250000.0|operating|USA|Scottsdale|1.0|2000.0|services
8319|Soldsie|1000000.0|E-Commerce|5000000.0|operating|USA|San Francisco|4.0|2012.0|online platforms and marketplaces
8320|Solid Sound|25000.0|Apps|25000.0|operating|DEU|Berlin|1.0|2013.0|technology
8321|SolidX Partners|3000000.0|Bitcoin|3000000.0|operating|USA|New York|1.0|2014.0|financials
8322|Solidagex|100000.0|Biotechnology|315000.0|operating|USA|Lexington|2.0|2011.0|technology
8323|Solidarium|100000.0|Handmade|100000.0|operating|BRA|Paraná|1.0|2007.0|events, travels, leisure and entertainment
8324|Solidmation|25000.0|Home Automation|25000.0|operating|ARG|Buenos Aires|1.0|2011.0|technology
8325|SoloStocks|1929900.0|B2B|2285900.0|operating|ESP|Barcelona|2.0|1999.0|industrial
8326|Soloingles.com Internacional|250000.0|Education|250000.0|operating|ARG|Buenos Aires|1.0|2002.0|education
8327|Sols|1753219.0|Curated Web|8153219.0|operating|USA|New York|2.0|2013.0|services
8328|Solum|2000000.0|Software|23500000.0|acquired|USA|Ames|3.0|2009.0|technology
8329|Soluto|1600000.0|Software|18000000.0|acquired|ISR|Tel Aviv|3.0|2008.0|technology
8330|Solve Media|1500000.0|Video|16500000.0|operating|USA|New York|4.0|2009.0|technology
8331|SolveBio|2000000.0|Biotechnology|2000000.0|operating|USA|New York|1.0|2013.0|technology
8332|Solvesting|10000.0|Peer-to-Peer|10000.0|operating|||1.0|2014.0|online platforms and marketplaces
8333|Soma|5900000.0||||||||
8334|Someecards|350000.0|Curated Web|350000.0|operating|USA|New York|1.0|2007.0|services
8335|Somoto|700000.0|Software|700000.0|operating|ISR|Tel Aviv|1.0|2009.0|technology
8336|Sonar.me|200000.0|Networking|200000.0|closed|USA|New York|1.0|2010.0|technology
8337|SongFlame|110000.0||||||||
8338|Songdrop|52792.0|Music|52792.0||||1.0|2012.0|events, travels, leisure and entertainment
8339|Songkick|15000.0|Concerts|16615000.0|operating|GBR|London|5.0|2007.0|events, travels, leisure and entertainment
8340|Songtradr|30000.0|Music Services|30000.0|operating|USA|West Hollywood|1.0|2014.0|events, travels, leisure and entertainment
8341|SonicPollen|153000.0||||||||
8342|Sonoma|250000.0|Flash Sales|700000.0||BRA|São Paulo|3.0|2012.0|online platforms and marketplaces
8343|Sontra|157293.0|Logistics|2349586.0|operating|BRA|São Paulo|3.0|2013.0|services
8344|Sonya Labs|25000.0|Legal|25000.0|closed|USA|Pittsburgh|1.0|2008.0|services
8345|Sookasa|1600000.0|Enterprise Software|6600000.0|operating|USA|San Mateo|2.0|2011.0|technology
8346|Sooqini|500000.0|Business Services|500000.0|operating|GBR|London|1.0|2011.0|services
8347|Sopogy|1000000.0|Clean Technology|34390435.0|operating|USA|San Jose|9.0|2002.0|technology
8348|Sorbisense|95000.0|Manufacturing|95000.0|operating|||2.0|2004.0|industrial
8349|Soricimed|109000.0|Biotechnology|109000.0|operating|CAN|Moncton|1.0|2005.0|technology
8350|Sosh|1000000.0|Social Media|16254000.0|operating|USA|San Francisco|4.0|2010.0|online platforms and marketplaces
8351|SoshiGames|315000.0|Games|946510.0|operating|GBR|Birmingham|3.0|2010.0|events, travels, leisure and entertainment
8352|Soshowise|50000.0|Curated Web|50000.0|closed|USA|Fresno|1.0|2011.0|services
8353|SoundFit|62500.0|Mass Customization|212500.0|operating|USA|Campbell|2.0|2012.0|sales, marketing and advertising
8354|SoundFocus|1700000.0|Music|1700000.0|operating|USA|San Francisco|3.0|2012.0|events, travels, leisure and entertainment
8355|SoundRoadie|60000.0|Music|60000.0|operating|USA|New York|1.0|2012.0|events, travels, leisure and entertainment
8356|SoundSpace|250000.0|Coworking|250000.0|operating|USA|New York|1.0|2014.0|services
8357|Soundflavor|2000000.0|Music|5800000.0|operating|USA|San Francisco|2.0|2003.0|events, travels, leisure and entertainment
8358|Soundl.ly|475181.0|Software|475181.0|operating|KOR|Seoul|1.0|2012.0|technology
8359|Soundsupply|140000.0|E-Commerce|140000.0|operating|USA|Chicago|1.0|2013.0|online platforms and marketplaces
8360|Soundtracker|150000.0|Databases|2200000.0|operating|USA|Washington|3.0|2013.0|technology
8361|Soundwave|2000000.0||||||||
8362|Source Audio|1200000.0|SaaS|1200000.0|operating|USA|Los Angeles|1.0|2007.0|services
8363|Source4Style|500000.0|B2B|500000.0|operating|USA|New York|1.0|2010.0|industrial
8364|SourceClear|1500000.0|Software|1500000.0|operating|USA|Seattle|1.0|2013.0|technology
8365|SourceLair|250000.0|Developer Tools|250000.0|operating|GRC|Athens|1.0|2011.0|technology
8366|SourceThought|1884000.0||||||||
8367|Sourcery|2500000.0|Payments|2500000.0|operating|USA|San Francisco|2.0|2012.0|financials
8368|Southern Alpha|175000.0|News|175000.0|operating|USA|Nashville|1.0|2012.0|events, travels, leisure and entertainment
8369|Sovolve|990000.0||||||||
8370|Soweso|29600.0|QR Codes|29600.0|operating|USA|New York|1.0|2009.0|technology
8371|Soxiable|30000.0|Colleges|30000.0|operating|||1.0|2013.0|education
8372|Soylent Corporation|2300000.0||||||||
8373|Soysuper|497388.0|Curated Web|705226.0|operating|ESP|Madrid|2.0|2012.0|services
8374|SozializeMe|100000.0|Social Media|100000.0|operating|USA|Redwood City|1.0|2013.0|online platforms and marketplaces
8375|SpaBooker|200000.0|Beauty|200000.0|acquired|USA|New York|1.0|2007.0|events, travels, leisure and entertainment
8376|Space Apart|25000.0|Software|25000.0|operating|USA|Chicago|1.0|2010.0|technology
8377|Space Ape|1800002.0|Social Games|4400075.0|operating|USA|Waltham|2.0|2012.0|events, travels, leisure and entertainment
8378|Space Exploration Technologies|100000000.0|Public Transportation|245460000.0|operating|USA|Hawthorne|6.0|2002.0|services
8379|Space Market|936000.0|Online Rental|936000.0|operating|JPN|Tokyo|1.0|2014.0|online platforms and marketplaces
8380|Space Monkey|2250000.0|Storage|2250000.0|acquired|USA|Midvale|2.0|2011.0|services
8381|Space Race|2203250.0|Games|2203250.0|operating|USA|New York|1.0|2012.0|events, travels, leisure and entertainment
8382|SpaceCurve|1100000.0|Big Data|16343297.0|operating|USA|Seattle|4.0|2009.0|technology
8383|SpaceList|1190121.0||||||||
8384|Spacebikini|50000.0|Networking|50000.0|operating|USA|New York|1.0|2011.0|technology
8385|Spaciety (Fast Market Holdings, LLC)|40000.0|Curated Web|40000.0|closed|USA|Chicago|1.0|2010.0|services
8386|Spacio|183927.0|Real Estate|183927.0|operating|USA|New York|1.0|2014.0|financials
8387|Spacious|500000.0|Wholesale|500000.0|operating|HKG|Hong Kong|1.0|2013.0|industrial
8388|Spacious App|812233.0|Marketplaces|812233.0|operating|GBR|London|1.0|2013.0|online platforms and marketplaces
8389|SpamLion|12500.0|Software|362500.0|operating|USA|Cotati|2.0|1996.0|technology
8390|SparCode|35000.0|Social Media|35000.0|closed|DNK|Copenhagen|1.0|2010.0|online platforms and marketplaces
8391|Spare Change Payments|509412.0|Monetization|509412.0|acquired|USA|Cupertino|1.0|2008.0|financials
8392|Spark CRM|150000.0|Real Estate|150000.0|operating|CAN|Vancouver|2.0|2012.0|financials
8393|SparkBase|1100000.0||||||||
8394|SparkLix|100000.0|Life Sciences|700000.0|operating|USA|New York|2.0|1998.0|education
8395|Sparkbrowser|150000.0|Software|150000.0|closed|USA|Boston|1.0|2010.0|technology
8396|Sparkbuy|1000000.0|Curated Web|1000000.0|acquired|USA|Seattle|1.0|2010.0|services
8397|Sparkcentral|1125000.0|Twitter Applications|5625000.0|operating|USA|San Francisco|2.0|2011.0|technology
8398|Sparks|2300000.0|Mobile|2300000.0|operating|||1.0|2013.0|consumer electronics
8399|Sparktrend|135000.0|E-Commerce|135000.0|operating|||1.0|2013.0|online platforms and marketplaces
8400|Sparo Labs|1250000.0|Health and Wellness|1250000.0|operating|USA|St Louis|1.0|2012.0|healthcare
8401|Sparq Systems|2750000.0|Software|13874027.0|operating|CAN|Toronto|3.0|2009.0|technology
8402|Sparrow|246981.0|Email|246981.0|acquired|||1.0|2010.0|technology
8403|Sparus Software|1410000.0|Software|5420000.0|acquired|FRA|Paris|2.0|2003.0|technology
8404|Spayee|20000.0|Information Technology|20000.0|operating|IND||1.0|2014.0|technology
8405|Spazzles|125000.0|Fashion|175000.0|operating|USA|Zeeland|2.0|2008.0|other consumer retail
8406|SpeakGlobal|150000.0|Artificial Intelligence|150000.0|operating|JPN|Kobe|2.0|2011.0|technology
8407|SpeakUp|820000.0||||||||
8408|Speakr|3830000.0||||||||
8409|SpecialtyCare|569968.0|Hospitals|569968.0|operating|USA|Nashville|1.0|2006.0|healthcare
8410|SpecifiedBy|189406.0|Architecture|189406.0|operating|||1.0|2013.0|services
8411|Spectafy|375000.0|Crowdsourcing|375000.0|operating|USA|San Francisco|1.0|2013.0|online platforms and marketplaces
8412|Spectra7 Microsystems|97772.0|Semiconductors|11097772.0|operating|USA|Palo Alto|2.0|2012.0|industrial
8413|Spectralmind|504210.0|User Experience Design|504210.0|operating|AUT|Vienna|1.0|2009.0|technology
8414|SpectroCoin|110000.0|Finance|110000.0|operating|LTU|Vilnius|1.0|2013.0|financials
8415|Spectrum Bridge|2000000.0|Web Hosting|25371206.0|operating|USA|Lake Mary|5.0|2007.0|technology
8416|Speek|1750000.0||||||||
8417|Spend Consciously|25000.0|Food Processing|25000.0|operating|USA|Washington|1.0|2012.0|food and beverage
8418|SpendCrowd|50000.0|Curated Web|50000.0|operating|SGP|Singapore|1.0|2011.0|services
8419|Spensa Technologies|50000.0|Clean Technology|1980000.0|operating|USA|West Lafayette|3.0|2009.0|technology
8420|Sphere (Spherical, Inc.)|2275000.0||||||||
8421|SpiceCSM|1000000.0|Customer Service|1000000.0|operating|USA|Potsdam|1.0|2008.0|services
8422|SpiderOak|2000000.0|Curated Web|2000000.0|operating|USA|Northbrook|1.0|2007.0|services
8423|Spiffy Society|800000.0||||||||
8424|Spikes Security, Inc.|3400000.0||||||||
8425|Spill Inc|1070000.0||||||||
8426|SpinGo|1000000.0|Search|10526000.0|operating|USA|Draper|6.0|2012.0|technology
8427|SpinTheCam|150000.0|Games|150000.0|closed|USA|New York|1.0|2010.0|events, travels, leisure and entertainment
8428|Spinal Restoration|2999999.0|Therapeutics|27999998.0|operating|USA|Austin|3.0|2004.0|healthcare
8429|Spinlister|2000000.0|Collaborative Consumption|2000000.0|operating|USA|Santa Monica|1.0|2011.0|technology
8430|Spinnakr|1000000.0|Internet Marketing|1000000.0|operating|USA|Palo Alto|2.0|2010.0|sales, marketing and advertising
8431|Spins.FM|175000.0|Games|250000.0|operating|USA|New York|2.0|2010.0|events, travels, leisure and entertainment
8432|Spinzo|750000.0|Digital Media|1150000.0|operating|CAN|Saint John|2.0|2011.0|events, travels, leisure and entertainment
8433|Spire|8550000.0||||||||
8434|Spire Sensibo|150000.0|Internet|220000.0|operating|||2.0|2013.0|technology
8435|SpiritShop.com|1250000.0|Fashion|1250000.0|operating|USA|Detroit|1.0|2005.0|other consumer retail
8436|Splash|1740135.0||||||||
8437|Splashscore|168000.0||||||||
8438|Splashup|10000.0|Curated Web|10000.0|closed|||1.0|2007.0|services
8439|Splice|2750000.0|Music|7250000.0|operating|USA|New York|2.0|2013.0|events, travels, leisure and entertainment
8440|Spling|425000.0||||||||
8441|Splinter.me|20000.0|Recruiting|20000.0|operating|EGY|Alexandria|1.0|2011.0|services
8442|SplitSecnd|4049997.0||||||||
8443|Splitforce|150000.0|Mobile|300000.0|operating|USA|New York|2.0|2013.0|consumer electronics
8444|Splother|150000.0|Music|150000.0|operating|USA|Nashville|1.0|2011.0|events, travels, leisure and entertainment
8445|Splyst|570000.0|Social Media|570000.0|operating|USA|Miami|1.0|2012.0|online platforms and marketplaces
8446|Spockly|19311.0|Email Marketing|19311.0|closed|DNK|Copenhagen|1.0|2010.0|sales, marketing and advertising
8447|Spogo Inc.|170000.0||||||||
8448|Spokane Therapist|14000.0|Medical|14000.0|operating|USA|Spokane|2.0|2011.0|healthcare
8449|Spokeable|600000.0|Local Businesses|850000.0|operating|USA|New York|2.0|2012.0|industrial
8450|Sponduu|170000.0|Mobile|170000.0|operating|||1.0|2010.0|consumer electronics
8451|Sponge|400000.0|Curated Web|400000.0|acquired|USA|San Francisco|1.0|2010.0|services
8452|Sponsia|65665.0||||||||
8453|Spontacts|200000.0|Mobile|200000.0|operating|CHE|Zürich|1.0|2012.0|consumer electronics
8454|SpoonRocket|2500000.0|Hospitality|13500000.0|operating|USA|Berkeley|2.0|2013.0|no-profit and government
8455|Spoonfed|160394.0|Career Planning|949605.0|operating|GBR|London|2.0|2006.0|services
8456|Spoonity|103017.0||||||||
8457|Spootr Inc.|6500.0|University Students|6500.0|operating|CAN|Ottawa|1.0|2014.0|education
8458|SportCentral|50000.0|Sports|50000.0|operating|CZE|Plzen|1.0|2012.0|events, travels, leisure and entertainment
8459|SportEmp.com|129390.0|Sports|129390.0|operating|GBR|Axbridge|1.0|2012.0|events, travels, leisure and entertainment
8460|SportID|40000.0|Sports|40000.0|operating|EST|Tartu|1.0|2012.0|events, travels, leisure and entertainment
8461|SportSetter|1776760.0||||||||
8462|SportStylist|10000.0|Social Buying|10000.0|operating|GBR|London|1.0|2013.0|online platforms and marketplaces
8463|Sportamba|45000.0|Mobile Advertising|45000.0|operating|||1.0|2014.0|sales, marketing and advertising
8464|Sportcut|200000.0|Sports|200000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
8465|Sporthold|150000.0|Games|150000.0|operating|USA|Mountain View|1.0|2013.0|events, travels, leisure and entertainment
8466|Sporting Mouth|131529.0|Games|503000.0|operating|GBR||2.0|2013.0|events, travels, leisure and entertainment
8467|Sportlobster|750000.0|Sports|5450000.0|operating|GBR|London|3.0|2012.0|events, travels, leisure and entertainment
8468|Sportlyzer|506576.0||||||||
8469|Sportody|250000.0|Reviews and Recommendations|250000.0|operating|USA|Gainesville|1.0|2012.0|events, travels, leisure and entertainment
8470|Sportomato|20000.0|Sports|20000.0|operating|USA|New York|1.0|2013.0|events, travels, leisure and entertainment
8471|Sports MatchMaker|1738250.0|Social Media|1738250.0|operating|USA|Phoenix|1.0|2003.0|online platforms and marketplaces
8472|Sports Weather Media|100000.0|Sports|100000.0|closed|||1.0|2011.0|events, travels, leisure and entertainment
8473|Sports.ws|200000.0|Sports|200000.0|operating|||1.0|1999.0|events, travels, leisure and entertainment
8474|SportsBUZZ|2000000.0|Entertainment|2000000.0|operating|USA|Ashburn|1.0|2010.0|events, travels, leisure and entertainment
8475|SportsBeat.com|400000.0|Sports|400000.0|operating|USA|Newport Beach|1.0|2011.0|events, travels, leisure and entertainment
8476|SportsBeep|485000.0|Fantasy Sports|485000.0|operating|USA|Bloomfield|1.0|2013.0|events, travels, leisure and entertainment
8477|SportsBoard|2350000.0||||||||
8478|SportsHedge|115000.0|Game|465000.0|operating|CAN|Toronto|2.0|2012.0|events, travels, leisure and entertainment
8479|Sportskeeda|1220000.0||||||||
8480|Sportube|647250.0|Sports|647250.0|operating|ITA|Roma|1.0|2010.0|events, travels, leisure and entertainment
8481|SportyBird|95000.0||||||||
8482|Spot Influence|358969.0||||||||
8483|Spot Labs|375000.0|Automated Kiosk|375000.0|operating|||1.0|2012.0|other consumer retail
8484|Spot On Foods|75000.0|Specialty Foods|75000.0|operating|USA|Seattle|1.0|2012.0|food and beverage
8485|SpotHero|50000.0|Startups|7510000.0|operating|||4.0|2011.0|services
8486|SpotMe|20000.0|Health and Wellness|20000.0|operating|USA|New York|1.0|2013.0|healthcare
8487|SpotMe Fitness|20000.0|Human Resources|20000.0|operating|USA|New York|1.0|2013.0|services
8488|SpotOnWay|370207.0||||||||
8489|Spotbros|450000.0|Mobile|450000.0|operating|ESP|Madrid|1.0|2011.0|consumer electronics
8490|Spotcast Inc.|178640.0|Software|461658.0|operating|||3.0|2012.0|technology
8491|Spotfav Reporting Technologies|67983.0|Mobile|67983.0|operating|||1.0|2012.0|consumer electronics
8492|Spotistic|18852.0|Search Marketing|18852.0|operating|DEU|Berlin|1.0|2012.0|sales, marketing and advertising
8493|SpotlessCity|200000.0|Search|200000.0|operating|USA|Brooklyn|1.0|2011.0|technology
8494|Spotlime|270000.0|Digital Entertainment|270000.0|operating|ITA|Milan|1.0|2012.0|events, travels, leisure and entertainment
8495|Spotsetter|1300000.0|Big Data|1300000.0|acquired|USA|San Francisco|2.0|2011.0|technology
8496|Spotster|250000.0|Events|250000.0|closed|USA|New York|1.0|2012.0|events, travels, leisure and entertainment
8497|Spottly|1491250.0||||||||
8498|Spotwish|51022.0|Mobile|51022.0||||1.0|2012.0|consumer electronics
8499|Spowit|40000.0|Mobile|160000.0|operating|CHL|Santiago|2.0|2012.0|consumer electronics
8500|Spreadknowledge|200000.0|Sports|200000.0|operating|USA|Philadelphia|1.0|2012.0|events, travels, leisure and entertainment
8501|Spree Commerce|1500000.0|E-Commerce|6500000.0|operating|USA|Bethesda|2.0|2011.0|online platforms and marketplaces
8502|Spreedly|800924.0||||||||
8503|Sprig|1200000.0|Hospitality|11700000.0|operating|USA|San Francisco|3.0|2013.0|no-profit and government
8504|Spring Metrics|1360000.0||||||||
8505|Spring Moves|1000000.0|Exercise|1000000.0|operating|USA|New York|1.0|2012.0|healthcare
8506|Spring.me|3250000.0||||||||
8507|SpringLoaded Technology|270000.0|Consumer Electronics|270000.0|operating|CAN|Halifax|1.0|2012.0|consumer electronics
8508|Springleap|400000.0|Marketplaces|400000.0|operating|USA|Brooklyn|1.0|2012.0|online platforms and marketplaces
8509|Springpad|1499999.0|Web Tools|7320977.0|operating|USA|Charlestown|3.0|2008.0|technology
8510|Sprinkle|100000.0|Content Discovery|100000.0|operating|SWE|Stockholm|1.0|2013.0|technology
8511|SprinkleBit|3230000.0||||||||
8512|Sprio|1000000.0|Sports|1000000.0|operating|USA|Seattle|1.0|2013.0|events, travels, leisure and entertainment
8513|Spritz|3540000.0|Software|3540000.0|operating|USA|Salt Lake City|1.0|2012.0|technology
8514|Sprooki|480000.0|Proximity Internet|480000.0|operating|SGP|Singapore|1.0|2011.0|technology
8515|Sproom|950000.0|Software|950000.0|operating|DNK|Copenhagen|1.0|2010.0|technology
8516|Sproutel|278000.0||||||||
8517|Sproutkin|1000000.0|Curated Web|1000000.0|operating|USA|San Francisco|1.0|2012.0|services
8518|Sproutling|2600000.0|Internet of Things|2600000.0|operating|USA|San Francisco|1.0|2012.0|technology
8519|Sproxil|500000.0|Security|2300000.0|operating|USA|Cambridge|2.0|2009.0|services
8520|Spruik|200000.0|Social Media|200000.0|operating|CAN|Vancouver|1.0|2012.0|online platforms and marketplaces
8521|Spry Hive Industries|100000.0|Software|100000.0|operating|USA|Kirkland|1.0|2009.0|technology
8522|SpydrSafe Mobile Security|1000000.0||||||||
8523|Sqeeqee|1750000.0|Coupons|1750000.0|operating|||1.0|2012.0|other consumer retail
8524|Sqoot|15000.0|E-Commerce|15000.0|acquired|USA|San Francisco|2.0|2010.0|online platforms and marketplaces
