|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
6366|Pansieve|118000.0|Legal|118000.0|operating|USA|Redmond|1.0|2012.0|services
6367|Pantheon|1300000.0|Web CMS|32800000.0|operating|USA|San Francisco|4.0|2010.0|technology
6368|Pantry|1300000.0|Hardware + Software|1300000.0|operating|USA|San Francisco|1.0|2012.0|technology
6369|PaperFlies|130277.0|Travel|130277.0|operating|NLD|Amsterdam|1.0|2012.0|events, travels, leisure and entertainment
6370|PaperShare|1800000.0|Advertising|2400000.0|acquired|USA|Kirkland|2.0|2011.0|sales, marketing and advertising
6371|Paperhater.com|40000.0|Business Services|40000.0|operating|CAN|Edmonton|1.0|2010.0|services
6372|Papriika|15000.0|Networking|15000.0|operating|USA|New York|1.0|2011.0|technology
6373|ParLevel Systems|178000.0||||||||
6374|ParaShoot|150000.0|Video|150000.0|operating|||1.0|2013.0|technology
6375|Parabase Genomics|970000.0|Health and Wellness|2970000.0|operating|USA|Hardwick|2.0|2009.0|healthcare
6376|Paracosm|3300000.0|3D Technology|3650000.0|operating|USA|Gainesville|3.0|2013.0|technology
6377|Paradine|300000.0|Big Data|300000.0|operating|USA|New York|1.0|2012.0|technology
6378|Parakweet|2000000.0|Curated Web|2000000.0|operating|USA|Newark|1.0|2010.0|services
6379|Parallax Enterprises|1000000.0|Enterprise Software|1000000.0|operating|USA|Pikesville|1.0|2011.0|technology
6380|Parametric Dining|220000.0|Analytics|320000.0||USA|Philadelphia|2.0|2012.0|technology
6381|Parantez|700000.0|Internet|700000.0|operating|TUR|Istanbul|1.0|2013.0|technology
6382|Parastructure|2500000.0|Big Data|2500000.0|acquired|||1.0|2012.0|technology
6383|Parcel|1000000.0|Logistics|1000000.0|operating|USA|Brooklyn|1.0|2013.0|services
6384|Parents Journey|40000.0|Social Media|40000.0|operating|||1.0|2013.0|online platforms and marketplaces
6385|Parents R People|90000.0|Parenting|90000.0|closed|USA|Melville|1.0|2008.0|education
6386|Park.com|250000.0|Mobile|250000.0|operating|USA|Bellevue|1.0|2009.0|consumer electronics
6387|ParkAround.com|277016.0||||||||
6388|ParkTAG Social Parking|679638.0|Curated Web|679638.0|operating|DEU|Berlin|1.0|2012.0|services
6389|Parking Panda|25000.0|Navigation|4725000.0|operating|USA|Baltimore|2.0|2011.0|services
6390|Parko|1100000.0|Crowdsourcing|1100000.0|operating|ISR|Tel Aviv|1.0|2011.0|online platforms and marketplaces
6391|Parkt|138745.0||||||||
6392|Parqueate|25000.0|Public Transportation|25000.0|operating|COL|Bogotá|1.0|2014.0|services
6393|Parrable|1500000.0|Advertising|2500000.0|operating|USA|New York|2.0|2013.0|sales, marketing and advertising
6394|Parsely|820000.0||||||||
6395|Parsimotion|92557.0||||||||
6396|Parso|130000.0|Parking|130000.0|operating|||1.0|2013.0|services
6397|Partender|50000.0|Finance|50000.0|operating|||3.0|2012.0|financials
6398|Partigi|132750.0|Social Media|132750.0|operating|ESP|Madrid|1.0|2009.0|online platforms and marketplaces
6399|Partly|3345.0|Comparison Shopping|3345.0|operating|GBR|London|1.0|2014.0|online platforms and marketplaces
6400|Partly Marketplace|7000.0|E-Commerce|7000.0|operating|USA|Camarillo|2.0|2013.0|online platforms and marketplaces
6401|Partnerbyte|100000.0|Software|100000.0|closed|TUR|Istanbul|1.0|2006.0|technology
6402|Partnered|1098400.0||||||||
6403|Partners Healthcare Group|2700000.0|Health and Wellness|2700000.0|operating|USA|Atlanta|1.0|2011.0|healthcare
6404|Party Earth|235122.0|Games|4235122.0|operating|USA|Los Angeles|2.0|2004.0|events, travels, leisure and entertainment
6405|PartyLine|100000.0|Audio|100000.0|operating|USA|Las Vegas|1.0|2013.0|events, travels, leisure and entertainment
6406|Parudi|66584.0||||||||
6407|Passport|1068750.0||||||||
6408|PasswordBox|2200000.0|Internet|8200000.0|acquired|USA|San Francisco|2.0|2012.0|technology
6409|Passworks|1000000.0|Software|1000000.0|operating|PRT|Lisboa|1.0|2014.0|technology
6410|PastBook|350363.0||||||||
6411|PataFoods|40000.0|Hospitality|40000.0|operating|CHL|Santiago|1.0|2012.0|no-profit and government
6412|Patch of Land|1200000.0|Crowdfunding|1325000.0|operating|USA|Los Angeles|2.0|2013.0|online platforms and marketplaces
6413|Patent Safari|2500000.0|Legal|2500000.0|operating|USA|San Francisco|1.0|2010.0|services
6414|Path|2500000.0|Mobile|76989867.0|operating|USA|San Francisco|5.0|2010.0|consumer electronics
6415|PathJump|150000.0|Recruiting|150000.0|operating|USA|New York|1.0|2013.0|services
6416|Pathfinder App|100000.0|Publishing|100000.0|operating|USA|New York|1.0|2013.0|sales, marketing and advertising
6417|Pathfinder Technologies|4452212.0||||||||
6418|Pathflow|140496.0|Analytics|140496.0|operating|ITA|Roma|2.0|2013.0|technology
6419|Pathgather|1500000.0|Corporate Training|1500000.0|operating|USA|New York|1.0|2012.0|services
6420|Pathways Platform|2000000.0|Internet|4500000.0|operating|USA|Glendale|2.0|2009.0|technology
6421|PatientFocus|900000.0|Health Care|1045000.0|operating|USA|Nashville|2.0|2008.0|healthcare
6422|Patreon|2100000.0|Music|17100000.0|operating|USA|San Francisco|2.0|2013.0|events, travels, leisure and entertainment
6423|Paws for Life|1000000.0||||||||
6424|Pawzii|35000.0|Pets|35000.0||USA|Seattle|1.0|2013.0|animals, plants and environment
6425|Paxer|40000.0|E-Commerce|40000.0|operating|CHL|Santiago|1.0|2012.0|online platforms and marketplaces
6426|Paxfire|100000.0|Software|2200000.0|closed|USA|Sterling|2.0|2003.0|technology
6427|PayAllies|40000.0|E-Commerce|40000.0|operating|HKG|Wan Chai|1.0|2012.0|online platforms and marketplaces
6428|PayBox Payment Solutions|100000.0|Mobile Payments|100000.0|operating|||1.0|2014.0|financials
6429|PayClip|1925000.0||||||||
6430|PayDivvy|1260000.0||||||||
6431|PayMins|185000.0||||||||
6432|PayParade Pictures|125000.0|Games|200000.0|closed|USA|Bala Cynwyd|2.0|2007.0|events, travels, leisure and entertainment
6433|PayStand|2000000.0|Bitcoin|2275000.0|operating|USA|Santa Cruz|3.0|2013.0|financials
6434|PayTango|700000.0|Software|700000.0|operating|USA|Mountain View|1.0|2012.0|technology
6435|PayTouch|153317.0||||||||
6436|Paybook|125000.0|Finance Technology|475000.0|operating|USA|Austin|3.0|2011.0|financials
6437|Payfirma|501501.0|Accounting|10524176.0|operating|CAN|Vancouver|7.0|2011.0|financials
6438|Payment plugin|25000.0|Software|25000.0|operating|UKR|Kiev|1.0|2013.0|technology
6439|Payoff|1700000.0|Personal Finance|24800000.0|operating|USA|Costa Mesa|4.0|2009.0|financials
6440|Payoneer|2000000.0|E-Commerce|40000000.0|operating|USA|New York|6.0|2005.0|online platforms and marketplaces
6441|Paytopia|15000.0|E-Commerce|15000.0|operating|USA|Memphis|1.0|2012.0|online platforms and marketplaces
6442|Payveris|1450000.0|Finance|6650000.0|operating|USA|Wethersfield|2.0|2011.0|financials
6443|Pcsso|10000.0|E-Commerce|10000.0|operating|||1.0|2013.0|online platforms and marketplaces
6444|Peach|2100000.0||||||||
6445|Peach Payments|67983.0|Mobile Payments|67983.0|operating|ZAF|Cape Town|1.0|2012.0|financials
6446|Peak|1800000.0|Education|1800000.0|operating|GBR|London|1.0|2012.0|education
6447|Peak Games|1500000.0|Games|18000000.0|operating|||3.0|2010.0|events, travels, leisure and entertainment
6448|Peakos|1200000.0|Startups|1200000.0|operating|USA|Greenwood Village|1.0|2012.0|services
6449|Pear (formerly Apparel Media Group)|665000.0|Sponsorship|1815000.0|operating|USA|Chicago|3.0|2009.0|services
6450|Peatix|1615000.0||||||||
6451|Pebbles Interfaces|450000.0|Hardware + Software|11450000.0|operating|ISR|Kfar Saba|2.0|2010.0|technology
6452|PedidosYa / PedidosJá|500000.0|Marketplaces|7500000.0|acquired|||4.0|2009.0|online platforms and marketplaces
6453|Peek|1400000.0|Mobile|5576096.0|closed|USA|New York|3.0|2007.0|consumer electronics
6454|PeekYou|100000.0|Search|1825000.0|operating|USA|New York|5.0|2012.0|technology
6455|Peekapak|150000.0|Subscription Businesses|150000.0|operating|||1.0|2014.0|other consumer retail
6456|Peekintoo|130000.0|Real Time|130000.0|operating|GRC|Athens|1.0|2013.0|technology
6457|Peeky|20000.0|Curated Web|20000.0|operating|||1.0|2014.0|services
6458|Peeppl Media|48000.0|Curated Web|48000.0|operating|CAN|Vancouver|1.0|2013.0|services
6459|PeepsOut Inc.|260000.0|Leisure|260000.0|operating|USA|New York|1.0|2011.0|events, travels, leisure and entertainment
6460|Peepsqueeze Inc|125000.0|Mobile|125000.0|operating|USA|Austin|2.0|2013.0|consumer electronics
6461|Peer.im|28000.0|Messaging|28000.0|operating|USA|San Francisco|1.0|2012.0|online platforms and marketplaces
6462|Peer39|3015001.0||||||||
6463|PeerReach|310000.0|Analytics|310000.0|operating|NLD|Amsterdam|1.0|2011.0|technology
6464|PeerSpace|1500000.0|Peer-to-Peer|2300000.0|operating|USA|San Francisco|2.0|2013.0|online platforms and marketplaces
6465|Peerby|235000.0||||||||
6466|Peerform|1000000.0|Finance|2900000.0|operating|USA|New York|3.0|2010.0|financials
6467|Peerius|2012004.0|Reviews and Recommendations|2012004.0|operating|GBR|London|1.0|2007.0|events, travels, leisure and entertainment
6468|Peerlyst|3000000.0|Reviews and Recommendations|3000000.0|operating|USA|San Francisco|2.0|2011.0|events, travels, leisure and entertainment
6469|Peerz|144860.0|Skill Assessment|144860.0|operating|NLD|Amsterdam|2.0|2010.0|services
6470|Pegg'd|65000.0|Apps|65000.0|operating|USA|Los Angeles|1.0|2012.0|technology
6471|Peloton Interactive|400000.0|Hardware + Software|14707000.0|operating|USA|New York|4.0|2012.0|technology
6472|Peloton Technology|900000.0|Transportation|900000.0|operating|USA|Menlo Park|1.0|2011.0|services
6473|Pendo.io|1000000.0|SaaS|1000000.0|operating|USA|Raleigh|1.0|2013.0|services
6474|Pensqr|10000.0|Content|10000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
6475|Penumbra|121230.0|Biotechnology|121230.0|operating|USA|Alameda|1.0|2004.0|technology
6476|Penxy|499995.0|Mobile|508295.0|operating|USA|San Francisco|2.0|2012.0|consumer electronics
6477|People Operating Technology|500000.0|Software|500000.0|closed|||1.0|2009.0|technology
6478|People to Remember|25000.0|E-Commerce|25000.0|closed|USA|Salt Lake City|1.0|2010.0|online platforms and marketplaces
6479|PeopleDoc|1979335.0|Innovation Engineering|19479335.0|operating|USA|New York|2.0|2013.0|industrial
6480|Peoplematics|118000.0|Enterprise Software|118000.0|operating|USA|Boston|2.0|2011.0|technology
6481|Pepex Biomedical|10000000.0|Diabetes|10201670.0|operating|USA|Saint Louis|2.0|2001.0|healthcare
6482|Peppercorn|32806.0|Law Enforcement|32806.0|operating|ITA|Turin|1.0|2012.0|services
6483|PerSer Corp|4000.0|Android|4000.0|operating|||1.0|2011.0|technology
6484|Percolate|1500000.0|Brand Marketing|34500000.0|operating|USA|New York|3.0|2011.0|sales, marketing and advertising
6485|Perfect Earth|154658.0|Mobile|154658.0|operating|NLD|Haarlem|1.0|2012.0|consumer electronics
6486|Perfect Memory|600000.0|Education|600000.0|operating|FRA|Chamalières-sur-loire|1.0|2008.0|education
6487|Perfect Price|28000.0|Analytics|28000.0|operating|||1.0|2013.0|technology
6488|PerfectHitch|40000.0|E-Commerce|40000.0|operating|USA|San Francisco|1.0|2011.0|online platforms and marketplaces
6489|PerfectPost|350000.0|E-Commerce|350000.0|operating|USA|Atlanta|1.0|2011.0|online platforms and marketplaces
6490|PerfectSearch|670000.0|Software|4325500.0|operating|USA|Orem|2.0|2007.0|technology
6491|Perfectus Biomed|151525.0|Biotechnology|151525.0|operating|GBR||1.0|2012.0|technology
6492|Perfusix|800000.0|Biotechnology|800000.0|operating|USA|Silver Spring|1.0|2011.0|technology
6493|Perk|80000.0|Mobile|80000.0|operating|ZAF|Cape Town|1.0|2012.0|consumer electronics
6494|Perkville|950000.0||||||||
6495|Perlstein Lab|2000000.0|Biotechnology|2000000.0|operating|USA|San Francisco|1.0|2014.0|technology
6496|Perpetu|55500.0|Social Media|55500.0|operating|HKG|Hong Kong|1.0|2012.0|online platforms and marketplaces
6497|Perpetuall|117266.0||||||||
6498|PersistIQ|120000.0|Advertising|120000.0|operating|USA|San Francisco|1.0|2014.0|sales, marketing and advertising
6499|PersonSpot|120000.0|Curated Web|120000.0|operating|USA|Sandston|1.0|2010.0|services
6500|Personal Capital|2300000.0||||||||
6501|Personal Estate Manager|180000.0|Finance|180000.0|operating|||1.0|2004.0|financials
6502|Personal Genome Diagnostics (PGD)|100000.0|Biotechnology|2900000.0|operating|USA|Baltimore|2.0|2010.0|technology
6503|Personal On Demand|250000.0|Curated Web|250000.0|closed|||1.0|2007.0|services
6504|Personal Style Finder|50000.0|Personalization|50000.0|operating|||1.0|2013.0|other
6505|Personaling|95389.0|E-Commerce|95389.0|operating|||1.0|2012.0|online platforms and marketplaces
6506|Personera|9000.0|Events|1534000.0|operating|ZAF|Cape Town|3.0|2009.0|events, travels, leisure and entertainment
6507|Personify|17000.0|Software|17000.0|operating|USA|Seattle|1.0|2011.0|technology
6508|Personify Inc|800000.0||||||||
6509|Perzo|2000000.0|Public Relations|5500000.0|operating|USA|Palo Alto|2.0|2012.0|sales, marketing and advertising
6510|Pet Insurance Quotes|100000.0|Insurance|100000.0|operating|USA|Columbus|1.0|2011.0|financials
6511|PetBox|1925000.0|E-Commerce|1925000.0|operating|USA|San Diego|1.0|2013.0|online platforms and marketplaces
6512|PetHub|1300000.0|QR Codes|3556071.0|operating|USA|Issaquah|4.0|2010.0|technology
6513|PetMD|20000.0|Pets|20000.0|operating|USA|Plymouth Meeting|1.0|2008.0|animals, plants and environment
6514|PetSitnStay|3000.0|Pets|3000.0|operating|USA|Winkelman|1.0|2013.0|animals, plants and environment
6515|Petcube|70000.0|Mobile|641000.0|operating|USA|San Francisco|4.0|2012.0|consumer electronics
6516|Petizens.com|250000.0|Social Media|250000.0|closed|||1.0|2007.0|online platforms and marketplaces
6517|Petnet|1462000.0|Hardware + Software|1462000.0|operating|USA|Pasadena|2.0|2012.0|technology
6518|PetroFeed|2818181.0|Oil|2818181.0|operating|CAN|Calgary|1.0|2012.0|primary sector
6519|Petsy|1000000.0|E-Commerce|1000000.0|operating|MEX|Mexico City|1.0|2013.0|online platforms and marketplaces
6520|Phage Technologies S.A|40000.0|Enterprise Software|40000.0|operating|CHL|Santiago|1.0|2009.0|technology
6521|PharmAssistant|65952.0|Health and Wellness|65952.0|operating|||1.0|2014.0|healthcare
6522|PharmaNation|25000000.0|Curated Web|25000000.0|closed|USA|Princeton|1.0|2008.0|services
6523|PharmiWeb Solutions|414041.0|Health and Wellness|414041.0|operating|GBR|Bracknell|1.0|2003.0|healthcare
6524|Pharmly|20000.0|Health Care|20000.0|operating|USA|San Diego|1.0|2013.0|healthcare
6525|Pheed|2000000.0|Photo Sharing|3500000.0|acquired|USA|Beverly Hills|2.0|2012.0|events, travels, leisure and entertainment
6526|Phi Optics|250000.0|Hardware + Software|250000.0|operating|USA|Champaign|1.0|2009.0|technology
6527|Philly|345000.0|News|345000.0|operating|USA|Philadelphia|1.0|2006.0|events, travels, leisure and entertainment
6528|Philoptima|200000.0|Nonprofits|200000.0|operating|USA|New Orleans|1.0|2007.0|no-profit and government
6529|Phlebotek Phlebotomy Solutions|5000.0|Health Care|5000.0|operating|USA|Miami|1.0|2011.0|healthcare
6530|PhoRent|225500.0||||||||
6531|Phokki|45000.0|Photography|45000.0|closed|||1.0|2008.0|events, travels, leisure and entertainment
6532|Phone Warrior|550000.0|Mobile|550000.0|operating|IND|New Delhi|1.0|2012.0|consumer electronics
6533|Phone2Action|624000.0||||||||
6534|PhoneJoy Solutions|676000.0||||||||
6535|Phoneplus|100000.0|iPhone|100000.0|operating|USA|San Francisco|1.0|2012.0|consumer electronics
6536|Phorest|1867970.0|SaaS|1867970.0|operating|IRL|Dublin|1.0|2003.0|services
6537|PhotoFix UK|16090.0|Advertising|16090.0|closed|GBR|Leicester|1.0|2011.0|sales, marketing and advertising
6538|PhotoMania|1000000.0|Facebook Applications|3000000.0|operating|ISR|Ramat Gan|2.0|2011.0|technology
6539|PhotoRocket|376917.0|Photography|1725834.0|operating|USA|Seattle|2.0|2009.0|events, travels, leisure and entertainment
6540|PhotoSpotLand|74000.0||||||||
6541|Photoblog|25000.0|Photography|25000.0|operating|||1.0|2006.0|events, travels, leisure and entertainment
6542|Photocollect|100000.0|Video|100000.0|operating|SWE|Stockholm|1.0|2010.0|technology
6543|Photofy|750000.0|iOS|1750000.0|operating|USA|Raleigh|2.0|2013.0|technology
6544|Photorank|15000.0|Curated Web|15000.0|operating|||1.0|2011.0|services
6545|Photoways|765721.0|Photography|21560790.0|operating|FRA|Sartrouville|3.0|1999.0|events, travels, leisure and entertainment
6546|Phynd Technologies, Inc|2000000.0|Software|2000000.0||USA|Kearney|1.0|2013.0|technology
6547|PiCloud|1400000.0|Enterprise Software|1400000.0|acquired|USA|San Francisco|1.0|2009.0|technology
6548|PiPsports|200000.0|Mobile|200000.0|operating|SGP|Singapore|1.0|2013.0|consumer electronics
6549|Piano Media|393270.0|Media|3015647.0|operating|AUT|Vienna|4.0|2010.0|online platforms and marketplaces
6550|Piazza|1500000.0|Education|15500000.0|operating|||3.0|2009.0|education
6551|PicLyf|10000.0|Blogging Platforms|41000.0|operating|PHL|Davao City|3.0|2009.0|online platforms and marketplaces
6552|PicRate.Me|1000.0|Social Media|15400.0|operating|NGA|Lagos|6.0|2010.0|online platforms and marketplaces
6553|PicStash|643300.0|Photo Sharing|643300.0|operating|IRL|Dublin|1.0|2013.0|events, travels, leisure and entertainment
6554|Picaboo|1000000.0|Photography|7807981.0|operating|USA|Redwood City|6.0|2005.0|events, travels, leisure and entertainment
6555|PicassoMio.com|105000.0|Marketplaces|105000.0|operating|USA|Boca Raton|1.0|2000.0|online platforms and marketplaces
6556|Picatic|730519.0|Ticketing|730519.0|operating|CAN|Vancouver|2.0|2009.0|services
6557|Piccing|2620000.0||||||||
6558|Piccsy|40000.0|Photography|40000.0|operating|CAN|Toronto|1.0|2010.0|events, travels, leisure and entertainment
6559|Picfair|520000.0|Licensing|520000.0|operating|GBR|London|1.0|2013.0|services
6560|Pick a Student|40000.0|All Students|40000.0|closed|USA|Austin|1.0|2011.0|education
6561|Pick1|1040000.0||||||||
6562|PickPark|15574.0|Software|15574.0|closed|DEU|Würzberg|1.0|2008.0|technology
6563|PickUpPal|798679.0|Public Transportation|798679.0|operating|||1.0|2007.0|services
6564|Pickatale|1000000.0|iPad|1000000.0|operating|||1.0|2013.0|consumer electronics
6565|PicketReport.com|130000.0|Technology|130000.0|operating|USA|Detroit|1.0|2011.0|technology
6566|Pickie|1000000.0|Finance|1000000.0|acquired|USA|New York|2.0|2012.0|financials
6567|Picmonic|1400000.0|Education|2650000.0|operating|||2.0|2011.0|education
6568|Picocent|35000.0|Curated Web|35000.0|operating|GRC||1.0|2009.0|services
6569|Picomize|12000.0|Crowdsourcing|12000.0|closed|USA|Oceanside|1.0|2011.0|online platforms and marketplaces
6570|Picostorm Code Labs|401201.0|Curated Web|401201.0|closed|CAN|Vancouver|1.0|2009.0|services
6571|Picotek INC|538000.0||||||||
6572|Picovico|40000.0|Presentations|40000.0|operating|USA|Walnut|1.0|2011.0|other
6573|PicsaStock|1050000.0||||||||
6574|Pict|1400000.0|E-Commerce|1400000.0|acquired|USA|San Francisco|2.0|2012.0|online platforms and marketplaces
6575|Pictarine|75000.0|Collaboration|75000.0|operating|FRA|Paris|1.0|2010.0|services
